,\delta p autocorr,direction autocorr,spread,trade_size_ave,trade_size_sum, Parks,Gk,TTM
2022-03-15 15:30:00,-0.0696416748187422,0.5863954716083741,0.0155996710526551,2475895976600.0,86656359181000.0,1.2954196674246474,2.200219846290976,124943.23285714288
2022-03-15 16:00:00,0.0568565320198398,0.6172133998483675,0.0163450549450772,2548857146629.6294,68819142959000.0,0.999323743441871,1.6971883199579898,124908.46419753086
2022-03-15 16:30:00,-0.5000000000000001,0.6454972243679028,0.0020999999999986,2584838432750.0,20678707462000.0,0.2960959239827765,0.5019258277822723,124876.66875
2022-03-15 17:00:00,-0.7416033973143332,0.3333333333333333,0.0076166666666779,2599464893444.4443,23395184041000.0,0.3331079144806236,0.5649112765540736,124848.04074074076
2022-03-15 17:30:00,-0.2990544789302803,0.1999999999999999,-0.0020012500000348,2631980369523.8096,55271587760000.0,0.7772518004547885,1.3198796228158642,124820.69206349204
2022-03-16 09:30:00,-0.2017907608092158,0.3888888888888889,0.0040675000000049,37166630000.0,1263665420000.0,0.3394663674388906,0.5762102175402605,123851.24558823528
2022-03-16 10:00:00,-0.2509086059775127,0.4899385560675902,-0.0001890900791181,324761917078.26086,74695240928000.0,4.248897382976061,7.217328633210069,123821.3506521739
2022-03-16 10:30:00,-0.1820269879746342,0.5560407925402819,0.0024924426865169,981999461931.8737,403601778854000.0,8.402194863305786,14.272317485624493,123795.899918897
2022-03-16 11:00:00,-0.1565789049725504,0.6346284236304901,0.0005918748979922,1757005745316.294,549942798284000.0,6.51662940885744,11.069408859668222,123766.16602768905
2022-03-16 11:30:00,-0.1387228307699087,0.7392794284902271,0.0106355606407362,2287417876704.7617,480357754108000.0,4.759645438033931,8.084911166439563,123733.82523809525
2022-03-16 12:00:00,-0.0735277237102216,0.5217732845620353,0.021298290598267,2539130387483.871,78713042012000.0,0.7462414290536019,1.2674062446945344,123711.81612903225
2022-03-16 14:00:00,-0.0385108728629192,0.5560658247225412,0.015233672699793,2760226113164.384,402993012522000.0,5.81869880607918,9.88387087082844,123586.19554794522
2022-03-16 14:30:00,-0.0012946419599888,0.6455128205128208,0.0148499061913724,3004467846337.5,240357427707000.0,3.202360661519193,5.439624710053023,123554.94104166668
2022-03-16 15:00:00,-0.1339455997979192,0.5005102040816334,0.007179999999991,3214027558277.778,289262480245000.0,3.602655744209092,6.119588361126481,123524.16796296297
2022-03-16 15:30:00,0.0345109412069348,0.7187499999999999,0.0119265151515435,3396630759040.8164,166434907193000.0,1.961445905180505,3.3317244984997174,123496.06700680272
2022-03-16 16:00:00,0.1519879182761868,-0.0277777777777777,0.0257216216216562,3546289220421.0527,134758990376000.0,1.521121314221617,2.583748807145862,123465.68728070176
2022-03-16 16:30:00,-0.2168802595271102,0.3208828522920207,-0.0105427631579146,3685796734607.8433,187975633465000.0,2.1226917128385514,3.605629205947929,123436.1549019608
2022-03-16 17:00:00,0.0019269475320418,0.6527777777777777,0.00648496732029,3785665443384.615,98427301528000.0,1.1093014777694017,1.884178712064258,123404.73012820512
2022-03-16 17:30:00,-0.3785930844375845,-0.3162277660168379,0.0184000000000139,3827002345000.0,26789016415000.0,0.298658090168685,0.5068337644158527,123377.38095238096
2022-03-16 18:00:00,-0.3333333333333334,,,3851472676000.0,23108836056000.0,0.2559926487160157,0.4342803080451757,123340.98055555556
2022-03-17 09:30:00,0.2148194094498642,0.1999999999999999,0.0270200000000073,23857592526.31579,453294258000.0,0.3388877965025524,0.5747999932562272,122409.8
2022-03-17 10:00:00,-0.0502602593577527,0.5865091328696652,0.0151437397484386,425333131372.2222,153119927294000.0,8.082825229504497,13.729803756087952,122382.35416666669
2022-03-17 10:30:00,-0.1144435224743012,0.643926148681726,0.000612494333481,1591720463531.6667,955032278119000.0,13.547868723531584,23.01297927252175,122354.71116666668
2022-03-17 11:00:00,-0.1006278036521701,0.5811688311688307,0.0037174709178344,2755822724178.6543,1187759594121000.0,9.731885699736855,16.530975802297615,122325.51477184842
2022-03-17 11:30:00,-0.140683704030665,0.5615468409586039,0.00079731211801,3453990850137.441,728792069379000.0,4.76433383444194,8.092844791530478,122299.17037914692
2022-03-17 12:00:00,-0.4583057238031828,0.6123724356957946,0.000124999999997,3671397089500.0,22028382537000.0,0.1354786872353158,0.2279965014134456,122275.41666666669
2022-03-17 14:00:00,0.0373054347459075,0.4256717289719627,0.004422337963021,3842493428581.396,660908869716000.0,3.8837223674123873,6.596986065846275,122145.75697674416
2022-03-17 14:30:00,-0.1007872077120639,0.5225787725461044,0.0054685740144861,4167520453681.592,837671611190000.0,4.538536022383081,7.709291778682624,122116.1436981758
2022-03-17 15:00:00,0.0060368765573839,0.587474571345539,0.0048238067854953,4556125423910.714,765429071217000.0,3.7934032425888433,6.443564298625739,122085.77103174604
2022-03-17 15:30:00,-0.2075933736118995,0.4966428649828214,0.0040130952380224,4903431494529.914,573701484860000.0,2.6418344010886585,4.48742619458924,122054.96794871795
2022-03-17 16:00:00,-0.3495319296053942,0.4445438282647578,0.0126459948320274,5113203773885.714,357924264172000.0,1.5805846844120182,2.684668029120222,122026.40285714284
2022-03-17 16:30:00,-0.1390901087876187,0.7583333333333335,-0.0011679999999785,5224175110600.0,156725253318000.0,0.6773934361765792,1.1502252242260258,121990.82444444444
2022-03-17 17:00:00,-0.2849589531652783,-0.1578947368421053,0.0063500000000402,5285581224608.695,121568368166000.0,0.5193349677353774,0.8816108591909141,121970.40652173912
2022-03-17 17:30:00,-0.1396888868435644,0.6180700462007376,0.0177757142857331,5331446766588.235,90634595032000.0,0.3838562805000615,0.6512850723264545,121939.47156862744
2022-03-17 18:00:00,-0.6649411333343475,0.6123724356957946,0.0061999999999926,5360522429500.0,32163134577000.0,0.1354786872353158,0.2279965014134456,121912.78333333333
2022-03-18 09:30:00,-0.0385475053447609,0.5038028898850891,0.0097170168067464,84389066306.45161,5232122111000.0,1.1660812401919192,1.9808040049415108,120972.4008064516
2022-03-18 10:00:00,-0.1299959424198069,0.4844546381243644,0.0017415682498125,505241656431.0345,146520080365000.0,6.060221878575687,10.29416626514814,120943.26896551724
2022-03-18 10:30:00,0.0039561361428135,0.5881742738589205,0.0056368987071806,1308287119246.2312,520698273460000.0,8.520037558600974,14.472513786053172,120913.42701005026
2022-03-18 11:00:00,-0.1907175821510282,0.5476489028213164,-0.0010639278278716,2339870380000.0,1127817523160000.0,10.878883711780828,18.479351297244463,120885.06438450898
2022-03-18 11:30:00,-0.1573642395477456,0.5610212919296733,0.0073018162393481,3147586129003.9526,796339290638000.0,5.710285433777074,9.69974952349634,120854.57984189724
